Date,Bank_Native_Country,State,Bank_Name,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Minm_Balance,Maxm_Balance,Bank_Offer_Feature,Term_in_Months,Interest_Type,Interest,APY
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"5,000","9,999.99",Offline,3 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"10,000","24,999.99",Offline,3 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"25,000","49,999.99",Offline,3 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"50,000","99,999.99",Offline,3 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"100,000",,Offline,3 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,0,"4,999.99",Offline,6 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"5,000","9,999.99",Offline,6 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"10,000","24,999.99",Offline,6 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"25,000","49,999.99",Offline,6 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"50,000","99,999.99",Offline,6 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"100,000",,Offline,6 months,Variable,0.05%,0.05%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,0,"4,999.99",Offline,12 months,Variable,0.10%,0.10%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"5,000","9,999.99",Offline,12 months,Variable,0.10%,0.10%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"10,000","24,999.99",Offline,12 months,Variable,0.10%,0.10%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"25,000","49,999.99",Offline,12 months,Variable,0.10%,0.10%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"50,000","99,999.99",Offline,12 months,Variable,0.10%,0.10%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,CD,"100,000",,Offline,12 months,Variable,0.10%,0.10%
 2018-03-12,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,,,,Offline,,Variable,,
